Geneid	gene_name	Fast_A3_1Aligned.sortedByCoord.out.bam	OF_A7_1Aligned.sortedByCoord.out.bam	s_3DPF_C4_1Aligned.sortedByCoord.out.bam	OFF_A10_1Aligned.sortedByCoord.out.bam	Fast_A6_1Aligned.sortedByCoord.out.bam	OFF_A13_1Aligned.sortedByCoord.out.bam	OF_A8_1Aligned.sortedByCoord.out.bam	s_3DPF_A4_1Aligned.sortedByCoord.out.bam
LOC103064501	NA	57	448	583	265	86	156	763	468
OCIAD1	NA	3849	1879	1770	3769	5654	4336	1987	2171
LOC103064983	NA	0	0	0	0	0	0	0	0
LOC112543027	NA	3	12	11	7	2	8	11	18
LOC103065213	NA	5	0	3	1	1	6	0	4
LOC112543028	NA	31	37	40	49	55	37	34	39
LOC103065453	NA	1	4	19	11	5	22	6	4
LOC103065697	NA	13	2	11	13	14	27	11	15
LOC103065944	NA	0	0	0	0	0	0	0	0
LOC103066178	NA	56	21	54	106	77	98	42	45
LOC112543029	NA	5	90	7	97	24	7	56	0
LOC103067515	NA	92	167	140	224	108	173	133	121
LOC103067750	NA	71	153	103	65	83	65	114	97
LOC103067978	NA	41	76	35	69	71	95	89	44
LOC103048125	NA	23383	188268	204540	44718	21081	35147	265831	148441
LOC103048364	NA	76	36	89	169	100	137	46	83
MEX3A	NA	0	1	0	0	0	0	0	0
LOC103048822	NA	113	668	233	241	115	237	502	256
LOC103049059	NA	0	0	0	0	0	0	0	0
LOC107326684	NA	1	0	0	0	0	0	0	0
FSBP	NA	29	55	51	62	48	59	73	49
LOC112543030	NA	0	0	0	0	0	0	0	0
GPR75	NA	35	105	153	79	54	87	157	160
LOC103050528	NA	2	9	6	1	2	2	2	8
LOC103050775	NA	27	48	53	45	52	71	34	44
LOC103051241	NA	20	19	20	24	7	17	12	20
LOC112543031	NA	0	0	0	0	2	0	3	2
AES	NA	1204	1808	1692	1713	1482	1689	1807	1534
COTL1	NA	142	503	332	191	222	224	411	437
SF3B2	NA	1195	1636	1364	1779	1873	1741	1453	1355
LOC107326685	NA	0	0	0	0	0	0	0	0
LOC107326686	NA	0	0	0	0	0	0	1	0
LOC112543032	NA	0	0	0	0	2	0	0	2
LOC112543033	NA	101	62	146	208	141	196	141	155
LOC107326687	NA	6	2	10	11	11	10	7	4
LOC112543035	NA	116	208	171	191	159	151	262	212
LOC103052649	NA	2	0	0	1	1	0	0	1
LOC103053106	NA	0	0	0	0	0	0	0	0
LOC103053341	NA	0	1	0	0	0	1	0	0
KBTBD12	NA	155	399	300	347	206	320	312	225
LOC103053820	NA	265	276	451	498	361	334	617	471
LOC107326688	NA	0	0	0	0	0	0	0	0
LOC112543036	NA	15	31	38	41	27	37	39	28
LOC103054058	NA	1	0	3	0	1	1	1	3
ZNF319	NA	279	668	473	418	316	458	513	380
TEPP	NA	77	113	109	137	72	135	137	87
LOC103054791	NA	0	0	0	0	0	0	0	0
MAF1	NA	1243	1961	1599	1754	1715	1587	1624	1582
WDR97	NA	69	22	40	117	68	156	18	28
TRPV1	NA	0	0	0	0	2	0	0	0
LOC103056124	NA	280	1063	818	378	255	450	736	584
LOC112543038	NA	0	0	1	2	0	0	0	0
LIPC	NA	2	12	7	7	10	7	0	13
FBXL15	NA	205	185	244	315	245	295	325	259
LOC103056844	NA	14	10	6	28	20	12	13	7
PELP1	NA	1193	2574	1899	1859	1642	1577	2439	2001
ARRB2	NA	1785	3457	2763	2723	2574	2232	3022	2783
MYOZ1	NA	24	62	86	14	50	42	51	86
RFX7	NA	2136	2562	2573	4187	2703	3493	2787	2542
BACE1	NA	256	625	420	437	314	332	610	399
RNF214	NA	2667	3473	2872	3335	3948	3370	3263	2698
LOC103058986	NA	170	325	332	314	194	275	356	332
LOC103059235	NA	1	0	0	0	1	0	0	0
LOC107326689	NA	0	0	0	0	0	0	0	0
LOC107326690	NA	0	0	0	0	0	0	0	0
LOC103059472	NA	0	23	0	6	1	0	10	1
LOC112543041	NA	0	0	0	0	0	0	0	0
LOC103059715	NA	0	0	0	1	0	0	1	2
GAS8	NA	291	223	272	588	511	591	314	254
LOC103060195	NA	511	1023	1041	725	839	588	887	1244
LOC107326693	NA	0	0	0	0	0	0	0	0
LOC107326694	NA	0	0	0	0	0	0	0	0
LOC103060428	NA	122	339	194	135	105	174	261	177
LOC103060675	NA	237	157	272	349	299	452	274	302
LOC103061085	NA	0	0	0	0	0	0	0	0
LOC103061796	NA	0	0	0	0	0	0	0	0
LOC112543042	NA	0	0	0	0	0	0	0	0
LOC103062273	NA	0	0	0	0	0	0	0	0
LOC107326695	NA	0	0	0	0	0	0	0	0
LOC103062518	NA	109	100	150	224	171	172	212	201
STK40	NA	164	298	226	245	184	209	236	206
LOC112543043	NA	59	190	213	33	58	42	237	134
LOC103063237	NA	1058	1338	1441	1899	1435	1790	1756	1603
LOC103063636	NA	13317	13277	14944	18334	17948	20480	16146	19283
SAC3D1	NA	67	173	97	149	123	103	133	82
LOC103064097	NA	3	1	4	3	4	12	2	17
DCAF8	NA	4187	6329	5477	5871	5136	5953	5794	5694
PEX19	NA	2469	3878	2671	2886	3428	2981	3362	2725
LOC103064814	NA	1022	885	1430	1624	1562	1782	1407	1577
BLMH	NA	405	1308	952	833	659	798	1163	852
LOC112543044	NA	1098	1569	1312	1285	1446	1151	1635	1473
LOC112543045	NA	10	11	7	21	9	6	10	4
LOC103065455	NA	0	0	0	0	0	0	0	0
LOC103065698	NA	70	110	102	2039	170	141	140	64
LOC103066420	NA	0	0	0	0	0	0	0	0
LOC103066895	NA	0	0	0	0	0	0	0	0
LOC103067136	NA	132	161	173	207	96	183	162	187
LOC103067365	NA	2522	3849	3153	3434	3191	4441	3593	2921
VTA1	NA	518	612	680	859	653	828	653	709
KLHL40	NA	2	3	1	0	0	0	4	0
LOC103068055	NA	2	3	7	8	8	6	4	5
LOC103068218	NA	125	250	315	445	140	297	393	313
LOC112543046	NA	15	4	10	13	13	22	7	22
LOC103048365	NA	0	0	0	0	0	0	0	0
LOC112543047	NA	0	0	0	0	0	0	0	0
LOC103048593	NA	104	71	159	166	128	127	142	135
AGRP	NA	3	0	1	0	1	7	6	0
LOC112543048	NA	94	35	124	283	135	342	152	189
LOC103049545	NA	0	0	0	0	0	0	0	0
LOC103050038	NA	0	0	0	0	0	0	0	0
LOC103050285	NA	436	849	699	796	614	908	861	758
TAF1C	NA	1121	2365	1549	1620	1486	1455	1925	1437
LOC107326697	NA	3	2	5	3	0	1	0	2
LOC103051000	NA	1332	937	1164	1491	1509	1968	1193	1052
LOC103051242	NA	1	1	7	2	0	5	8	3
LOC103051635	NA	35	106	81	68	33	49	71	60
LOC103051778	NA	100	340	181	212	136	186	294	211
LOC112543049	NA	4	14	2	12	5	17	17	4
LOC103052261	NA	0	0	0	0	0	0	0	0
LOC112543050	NA	0	0	0	0	0	0	0	0
LOC112543051	NA	1	0	0	0	0	0	0	0
LOC112543052	NA	0	0	0	0	0	0	0	0
LOC112543053	NA	1	0	0	2	0	0	0	2
SMOX	NA	245	355	203	304	282	325	294	181
ADCK5	NA	532	581	576	743	713	794	652	554
LOC103053194	NA	191	199	336	5161	197	210	271	371
LOC112543055	NA	3	10	1	7	7	10	12	2
LOC112543054	NA	120	273	328	360	139	136	311	289
LOC112543056	NA	0	0	0	2	0	0	0	0
LOC103053427	NA	2	15	0	6	5	0	25	0
LOC112543057	NA	1	0	0	0	0	0	0	0
LOC103053661	NA	0	0	0	0	0	0	0	1
SEMA4A	NA	161	437	341	335	199	304	395	296
LOC103054396	NA	14	31	40	60	45	64	60	45
M1AP	NA	69	120	52	118	105	139	118	79
LOC103054868	NA	19	38	4	23	12	2	12	9
LOC112543058	NA	6	11	16	15	9	18	6	21
LOC103055106	NA	0	0	0	0	0	0	0	0
LOC103055349	NA	0	0	0	0	0	0	0	0
LOC103055810	NA	0	0	0	0	0	0	0	0
LOC103056051	NA	1	1	2	0	0	0	0	0
LOC112543059	NA	27	71	12	59	36	27	63	33
LOC103056453	NA	1	8	8	2	2	3	10	3
LOC103056684	NA	4426	8369	5622	5115	6078	5481	6626	5895
LOC107326700	NA	3	5	4	5	4	17	4	3
LOC103057159	NA	5	12	9	9	3	14	17	13
CCDC9	NA	2560	1996	2425	4101	3672	3853	2575	2280
LOC103057637	NA	123	289	227	588	183	249	285	235
LOC103057877	NA	0	0	0	0	0	0	0	0
LOC103058351	NA	334	244	243	467	391	330	410	285
CD2	NA	8	9	4	15	7	1	13	3
LOC112543060	NA	73	16	31	72	101	105	33	58
LOC103058987	NA	1440	1833	1916	2622	2106	2287	1486	2296
LOC103059236	NA	17	16	24	12	23	23	25	39
ETAA1	NA	78	118	120	113	100	136	132	87
LOC103059717	NA	0	0	0	0	0	0	0	0
LOC107326702	NA	0	0	0	0	0	0	0	0
LOC112543061	NA	3	6	11	2	3	4	13	10
LOC103060196	NA	115	54	95	129	110	150	119	105
LOC107326703	NA	8	22	17	24	14	19	35	24
LOC107326704	NA	137	134	179	233	169	232	164	164
LOC103060677	NA	387	296	496	675	459	747	487	448
LOC112543062	NA	46	277	336	49	38	30	231	636
CHMP4A	NA	378	634	435	636	601	548	602	446
TSSK4	NA	18	10	16	30	36	30	25	25
LOC103061568	NA	6	42	42	23	13	5	24	48
LOC112543063	NA	45	88	125	120	156	112	159	71
LOC103061797	NA	68	100	220	178	264	105	197	137
LOC107326705	NA	0	3	0	1	0	0	3	0
LOC107326706	NA	0	5	2	2	2	0	2	0
LOC103062035	NA	0	0	0	0	1	0	3	0
LOC103062275	NA	52	113	93	90	74	58	90	93
LOC103062761	NA	19	38	47	26	21	39	33	45
LOC103063002	NA	0	0	0	0	0	0	0	0
LOC103063238	NA	852	1719	1455	1141	1221	1421	1720	1250
LOC103063473	NA	183	440	370	369	267	374	574	378
LOC103063703	NA	385	704	739	526	513	751	740	678
LOC112543064	NA	10	22	17	9	16	31	24	23
LOC107326707	NA	259	202	346	539	400	561	407	419
LOC103064183	NA	0	0	0	2	0	0	3	0
LOC107326708	NA	0	0	0	0	0	0	0	0
LOC112543065	NA	0	0	0	0	0	0	0	0
LOC103064419	NA	758	1436	978	1318	804	1319	1697	1668
PFDN6	NA	1474	1356	1414	1743	1953	1560	1186	1390
LOC103065456	NA	37	6	10	83	73	65	10	27
LOC103065215	NA	819	1146	1193	1198	968	930	1322	1104
LOC103065700	NA	120	213	222	153	143	165	215	229
LOC103065946	NA	51	19	67	38	44	58	89	78
LOC112543066	NA	4	3	10	14	1	13	3	6
LOC103066180	NA	2	0	4	9	5	13	3	4
ATP6V1G1	NA	363	531	452	519	512	498	554	475
LOC103066647	NA	2	2	0	0	2	5	2	0
LOC103066896	NA	12	2	10	17	12	9	12	3
LOC112543067	NA	25	6	27	37	40	23	15	17
LOC112543068	NA	0	0	0	0	0	0	0	0
LOC112543069	NA	0	0	0	0	5	0	0	0
LOC103067366	NA	0	0	0	0	0	0	0	0
LOC112543070	NA	0	0	0	0	0	0	0	0
LOC103067594	NA	5	0	0	3	2	0	0	4
LOC103068057	NA	757	760	979	1412	1245	1305	1011	973
LOC103047973	NA	0	0	0	0	0	0	0	0
LOC112543071	NA	2	1	0	0	1	0	3	1
LOC103048209	NA	228	119	215	303	268	386	251	297
LOC103048442	NA	0	0	0	0	0	0	0	0
LOC112543072	NA	0	0	1	0	0	0	0	0
LOC103048898	NA	9	21	21	25	19	33	27	28
LOC103049133	NA	2	0	0	4	0	0	0	0
LOC103049386	NA	0	8	4	11	1	3	2	0
LOC103049620	NA	42	48	39	39	69	19	46	41
LOC103049870	NA	432	522	721	2639	575	500	958	573
LOC103050113	NA	75	108	90	184	99	204	106	108
LOC103050364	NA	0	0	1	0	2	0	0	2
LOC112543073	NA	32	23	35	52	33	36	31	36
RFC5	NA	120	339	157	197	171	141	220	152
WSB2	NA	42	80	94	49	38	58	97	96
LOC112543074	NA	1	0	0	4	0	0	0	0
LOC103051077	NA	0	0	0	0	0	0	3	1
LOC103051319	NA	0	0	0	1	0	0	0	0
LOC103051552	NA	1600	3238	2510	2171	2006	2183	2983	2500
LOC103052020	NA	0	0	0	0	0	0	0	0
LOC103052262	NA	616	514	581	1155	939	1125	798	652
LOC107326709	NA	4	5	16	11	5	10	10	13
LOC112543075	NA	258	229	337	530	340	503	454	410
LOC103052496	NA	684	680	816	929	1012	992	949	907
LOC103053195	NA	33	41	70	72	52	66	64	60
LOC103053428	NA	224	606	360	319	265	331	553	442
LOC103053662	NA	134	354	331	118	161	316	267	548
LOC103053896	NA	68	155	166	67	74	53	149	229
LOC112543076	NA	10	34	50	80	14	68	50	47
LOC103054226	NA	128	231	207	221	165	212	217	189
LOC103054471	NA	0	0	0	0	0	1	0	0
LOC103054707	NA	500	824	881	528	438	711	1283	977
LOC103054943	NA	305	736	563	481	412	385	642	385
LOC103055185	NA	417	754	599	846	472	748	741	548
TXNIP	NA	5742	7711	5531	7031	6842	9747	8043	5546
LOC112543078	NA	0	0	0	0	0	0	0	0
LOC112543077	NA	0	0	0	0	0	0	0	0
LOC103055879	NA	27	103	85	67	49	67	98	67
IBA57	NA	310	639	274	418	435	438	440	360
LOC103056368	NA	19	23	14	24	10	23	38	21
LOC103056846	NA	0	0	0	0	2	0	0	0
LOC103057080	NA	10	22	4	14	6	16	7	7
LOC103057323	NA	1006	3588	2953	1232	1081	1077	3762	3185
LOC112543080	NA	0	0	0	0	0	0	0	0
LOC103057559	NA	120	142	193	237	205	202	176	140
LOC112543082	NA	2	6	8	7	4	27	16	9
LOC112543081	NA	3	9	11	11	14	27	16	1
SEMA6B	NA	21	118	99	48	26	58	150	119
LOC103058743	NA	182	13	67	75	251	83	20	31
LOC103058988	NA	4	5	5	9	9	18	5	6
LOC103059237	NA	86	250	198	184	153	169	219	152
GPHA2	NA	2	6	2	1	0	2	5	2
LOC112543083	NA	0	0	0	0	0	0	0	0
LOC103059956	NA	16	19	52	28	36	47	52	65
LOC103060197	NA	592	684	677	957	709	874	895	758
LOC103060430	NA	8	20	6	38	3	0	12	4
LOC103060930	NA	0	0	0	0	0	0	0	0
LOC103061171	NA	2133	2062	2862	2883	2602	3656	3246	2979
LOC103061653	NA	0	0	0	0	1	0	0	0
LOC103061877	NA	7	16	1	14	2	4	8	10
LOC103062121	NA	164	90	158	221	257	315	142	143
LOC103062608	NA	0	0	0	0	0	0	0	0
LOC107326711	NA	0	0	0	0	0	0	0	0
LOC103063083	NA	0	0	0	0	0	0	0	0
LOC103063317	NA	0	0	0	0	0	0	0	0
LOC103063561	NA	0	0	0	0	0	0	0	0
LOC112543085	NA	80	91	90	143	107	144	150	108
LOC107326712	NA	399	304	405	653	591	703	571	388
LOC103064021	NA	1	0	3	0	1	1	1	2
LOC103064266	NA	1650	1480	1696	2026	2037	2446	1736	1684
LOC103064574	NA	18	29	24	31	17	26	59	39
LOC107326713	NA	0	0	0	1	0	0	0	0
LOC107326714	NA	1	0	0	0	0	0	0	0
CYR61	NA	2785	4157	8535	10122	1326	21581	2855	3361
LOC103065216	NA	115	179	191	199	184	166	127	140
LOC112543087	NA	1	0	0	0	0	0	0	0
LOC112543088	NA	0	0	2	0	0	1	0	3
LOC107326716	NA	11	30	7	12	6	5	29	10
CHRNA1	NA	365	861	1142	314	465	713	829	1426
LOC103066818	NA	533	296	680	3643	574	422	595	405
LOC103067065	NA	25	25	36	18	24	31	29	45
LOC112543089	NA	8	28	28	11	6	23	117	29
LOC103067295	NA	3	0	0	0	0	0	0	0
LOC112543090	NA	2	0	0	0	0	0	0	0
VPS37B	NA	765	1400	1314	1033	852	1229	1442	1141
LOC103067979	NA	221	353	320	337	265	297	352	293
LOC103048127	NA	361	294	506	667	474	652	465	474
LOC103048513	NA	0	0	0	0	0	0	0	0
LOC103048742	NA	0	0	0	0	0	0	0	0
LOC103049621	NA	4	3	5	8	5	6	3	8
LOC112543091	NA	24	71	75	57	19	52	78	70
RBM19	NA	122	178	138	168	143	170	165	177
PTK6	NA	6	6	6	10	2	1	7	7
LOC103050366	NA	0	0	0	0	1	0	2	0
LOC103050612	NA	154	341	356	252	222	233	435	369
LOC103050851	NA	0	0	0	0	2	1	0	0
LOC103051079	NA	9	25	14	16	32	28	15	33
LOC112543093	NA	1	1	0	0	1	1	2	0
LOC103051553	NA	0	0	0	0	0	0	0	0
LOC112543094	NA	0	0	0	0	0	0	0	0
LOC112543095	NA	0	0	1	0	1	0	0	1
LOC112543096	NA	0	0	0	0	0	0	0	0
APBB1	NA	491	663	727	924	762	744	733	684
SMPD1	NA	1046	6220	3505	1612	1289	1429	5872	3549
LOC103052886	NA	110	112	119	207	149	181	122	118
LOC112543097	NA	11	8	6	6	5	10	11	6
UTP4	NA	163	476	303	395	259	313	357	350
HAS3	NA	19	54	47	42	20	26	30	46
LOC103053580	NA	3	0	2	8	4	1	1	0
RTN4R	NA	20	74	73	55	17	26	57	69
LOC103054059	NA	1480	1796	1652	2259	2884	2136	1743	1802
LOC103054301	NA	96	104	121	61	93	164	163	126
ACOT8	NA	508	746	830	834	785	780	753	705
SNX21	NA	312	597	782	524	497	523	719	720
LOC107326718	NA	24	25	31	26	20	27	25	35
LOC103055272	NA	195	187	272	251	246	277	300	312
PQLC3	NA	284	337	362	453	506	537	566	368
LOC103056295	NA	11	46	51	18	7	14	100	61
LOC103056685	NA	209	146	311	348	314	270	266	287
LOC112543098	NA	1	5	2	3	0	1	0	2
GPR18	NA	3	2	3	19	9	7	7	1
LOC103057161	NA	535	152	663	3249	669	241	287	250
LOC103057398	NA	74	136	250	128	101	122	232	221
LOC103057560	NA	2	3	3	1	9	16	1	1
LOC112543099	NA	19	26	32	53	57	43	46	48
LOC112543100	NA	0	6	6	11	0	1	20	3
LOC112543102	NA	0	0	0	0	0	0	0	0
LOC103058509	NA	0	0	0	0	0	0	0	0
LOC103058745	NA	0	0	0	0	0	0	0	0
LOC103058989	NA	23	16	15	229	12	26	26	12
LOC112543103	NA	2	1	0	0	0	1	8	2
LOC103059238	NA	0	0	1	0	0	1	0	0
LOC103059477	NA	0	0	3	1	0	5	0	4
NRBP2	NA	59	43	67	63	54	96	57	52
LOC112543104	NA	0	0	0	0	0	0	0	0
LOC107326719	NA	24	20	16	6	31	14	6	17
LOC103059957	NA	568	1178	795	638	484	611	1094	678
TTC31	NA	508	555	460	674	624	563	447	456
LOC103060431	NA	0	0	0	0	0	0	0	0
LOC103060679	NA	0	0	0	0	0	0	0	0
LOC103060931	NA	330	285	270	15	527	64	484	375
LOC103061172	NA	2	5	8	1	5	2	8	3
LOC103061414	NA	22	62	53	94	31	35	52	56
LOC107326720	NA	28	43	40	36	27	55	18	48
LOC112543106	NA	491	431	552	747	615	765	690	551
LOC107326721	NA	0	2	1	5	0	2	3	4
LOC103062435	NA	623	687	821	927	853	992	915	710
LOC103062915	NA	0	0	0	0	0	0	3	0
LOC103063160	NA	0	4	0	0	0	0	0	0
LOC103063398	NA	22	68	50	16	51	55	36	34
LOC112543107	NA	61	185	96	71	87	110	143	107
LOC103063637	NA	657	947	685	1024	777	963	707	648
LOC103063863	NA	143	148	171	264	171	230	148	161
LOC112543109	NA	1	0	0	0	1	0	0	0
LOC103064099	NA	0	0	0	0	0	0	0	0
LOC112543108	NA	0	0	0	0	0	0	0	0
LOC107326723	NA	0	0	0	0	0	0	0	0
MELTF	NA	1	4	0	0	3	4	0	0
TMEM249	NA	1	1	8	4	1	1	2	5
FBXL6	NA	366	509	454	686	612	588	533	470
LOC103065217	NA	73	70	108	117	93	124	130	122
LOC112543110	NA	141	59	57	154	218	137	75	117
LOC112543111	NA	0	3	0	0	0	1	3	2
LOC103065701	NA	262	538	422	453	309	371	522	418
LOC103065947	NA	344	630	651	756	403	616	800	739
LOC103066181	NA	84	209	182	115	97	135	248	158
LOC112543112	NA	0	0	0	0	0	0	0	0
AAMDC	NA	451	469	547	823	758	541	495	577
LOC103066648	NA	109	120	142	187	166	193	125	149
LOC103066897	NA	0	0	0	0	0	0	0	0
LOC103067138	NA	9	0	5	2	6	9	1	8
LOC112543113	NA	20	9	4	25	18	16	7	16
LOC103067595	NA	1	0	0	0	0	0	0	0
LOC103067829	NA	0	0	0	0	0	0	0	0
LOC103068058	NA	126	215	361	189	136	136	426	328
RPS29	NA	5951	6174	5462	7638	8419	7563	6216	5860
LOC103047974	NA	139	182	210	253	218	235	194	215
IRF5	NA	18	62	29	60	16	26	56	30
LOC112543114	NA	0	0	0	0	0	0	0	0
TNFRSF6B	NA	122	437	258	164	193	139	375	242
IFT20	NA	65	111	111	99	77	66	98	127
LOC103049134	NA	0	0	0	0	0	0	0	0
LOC107326725	NA	39	40	35	85	42	57	65	44
LOC103049622	NA	0	0	0	0	0	0	0	0
LOC103049872	NA	32	20	23	30	16	42	27	34
LOC112543116	NA	394	504	1150	574	590	94	655	154
LOC103050115	NA	224	254	358	526	309	578	383	455
LOC103050614	NA	0	0	0	0	1	0	2	1
LOC107326726	NA	0	0	0	0	0	0	0	0
LOC107326727	NA	0	0	0	0	0	0	0	0
LOC103050853	NA	2872	1898	5157	4274	4423	3372	4392	5291
LOC107326728	NA	0	0	0	0	1	0	0	0
LOC112543117	NA	0	0	0	0	0	0	0	0
LOC103051322	NA	15	117	65	25	19	65	72	46
LOC103051555	NA	109	82	161	208	135	150	219	157
LOC107326729	NA	0	0	0	0	0	0	1	0
LOC103051947	NA	107	112	133	144	139	178	171	168
LOC103052179	NA	0	0	0	0	0	0	0	0
LOC103052418	NA	0	0	0	0	4	0	0	0
LOC107326730	NA	0	1	0	8	0	0	4	6
LOC103052652	NA	108	304	243	188	114	151	254	211
NCAPH2	NA	151	315	161	200	233	216	293	104
LOC112543118	NA	2	10	12	19	9	10	8	2
LOC112543119	NA	31	28	23	17	23	18	30	16
LOC112543121	NA	0	0	0	0	0	0	0	0
LOC112543120	NA	0	0	0	0	0	0	0	0
LOC103053279	NA	481	357	222	482	637	521	313	276
LOC112543122	NA	5	7	2	8	2	14	7	2
LOC103054151	NA	0	0	0	0	0	0	0	0
LOC103054634	NA	0	0	0	0	0	0	0	0
LOC103054871	NA	0	0	0	0	0	0	0	0
LOC103055109	NA	363	521	709	604	532	457	562	389
LOC103055351	NA	2	0	0	4	1	0	0	0
LOC103055588	NA	0	3	0	4	0	0	3	0
LOC103055812	NA	2	0	1	7	6	3	2	2
LOC103055975	NA	2	1	2	4	0	1	4	1
KCTD14	NA	21	75	78	47	25	43	103	151
LOC103056454	NA	18	23	29	21	10	35	19	21
LOC103056933	NA	0	0	0	0	1	0	0	2
LOC103057081	NA	3	0	0	0	2	0	5	3
LOC103057324	NA	278	167	297	520	303	482	330	306
LOC103057967	NA	3	3	2	11	3	14	11	3
CUNH18orf32	NA	553	940	873	836	782	683	1259	914
LOC103058825	NA	0	0	0	0	0	0	0	0
LOC103059300	NA	1	0	0	0	0	0	0	0
LOC103059546	NA	0	0	0	0	0	0	0	0
LOC103059796	NA	14	9	13	27	22	24	17	14
LOC103060031	NA	43	24	42	69	69	96	63	55
DUSP23	NA	197	413	206	214	268	238	293	250
LOC103060510	NA	0	1	3	0	0	1	0	0
LOC112543123	NA	0	0	0	0	1	0	0	0
LOC103060764	NA	106	82	114	154	104	169	134	111
LOC103061011	NA	93	304	166	373	99	148	304	137
LOC103061251	NA	0	0	0	1	1	0	2	0
LOC103061490	NA	198	349	240	248	235	254	266	200
LOC103061951	NA	0	0	0	0	0	0	0	0
LOC103062188	NA	0	0	0	0	0	0	0	0
LOC112543124	NA	93	125	175	200	134	179	182	178
LOC103062436	NA	6	2	2	2	1	6	2	1
LOC103062677	NA	6	14	31	12	14	23	12	18
LOC103063319	NA	0	0	0	0	0	0	0	0
LOC103063563	NA	40	19	27	7	51	20	18	26
LOC112543125	NA	210	370	409	414	291	365	336	325
LOC112543126	NA	0	0	0	0	0	0	0	0
LOC112543127	NA	3318	1779	3703	4675	3396	1104	5443	4984
LOC103064023	NA	16	23	21	23	21	27	30	56
LOC103063785	NA	0	0	0	0	1	0	0	1
LOC103064268	NA	43	46	48	68	38	53	87	60
LOC103064504	NA	308	128	217	638	465	580	246	349
MON1A	NA	159	283	217	240	188	275	313	262
VPS9D1	NA	1178	2150	1764	2070	1604	1756	2220	1823
LOC103065539	NA	0	5	0	0	3	3	3	2
LOC103065948	NA	0	0	0	0	0	0	0	0
LOC103066183	NA	66	36	52	239	61	127	98	54
LOC103066424	NA	1	2	1	0	6	5	2	4
LOC107326734	NA	0	0	0	0	0	0	0	0
LOC107326735	NA	1	0	0	0	0	0	0	0
LOC112543129	NA	0	0	0	0	0	0	0	0
LOC103066899	NA	457	595	646	777	649	625	732	624
LOC103067297	NA	75	31	87	100	83	108	83	63
LOC103067519	NA	6	10	10	10	13	11	7	12
LOC112543130	NA	0	0	0	0	0	0	0	0
LOC112543131	NA	2	3	5	3	8	6	17	9
LOC103067752	NA	80	83	86	136	91	158	114	112
LOC103067980	NA	35	45	65	53	203	125	71	198
LOC103048366	NA	0	1	6	1	4	0	1	5
LOC103048594	NA	0	0	0	0	0	0	0	0
LOC103048826	NA	61	54	51	100	69	108	76	62
MTNR1A	NA	0	0	0	0	0	0	0	0
L3HYPDH	NA	375	281	477	695	534	617	353	400
LOC103049547	NA	2	29	1	17	3	2	60	4
LOC112543132	NA	1	2	0	1	0	0	0	1
LOC103050041	NA	0	0	0	0	1	0	3	0
LOC103050287	NA	0	0	0	0	0	0	0	0
LOC103050778	NA	1182	596	895	2056	1706	1367	1683	1107
SC5D	NA	553	938	881	760	680	879	915	936
LOC107326736	NA	28	12	16	34	20	22	9	18
FBXO33	NA	229	185	228	304	291	342	239	196
LOC103052347	NA	92	259	161	337	177	236	303	143
LOC103052588	NA	48	68	65	77	77	54	70	52
LOC103052818	NA	88	94	59	105	87	104	57	65
LOC112543133	NA	0	0	0	4	1	1	0	0
LOC112543134	NA	2	0	0	0	0	0	0	0
LOC103053514	NA	664	757	646	1044	1070	1000	737	779
LOC103053752	NA	11	12	7	9	5	4	5	14
LOC107326738	NA	78	134	126	290	103	183	107	119
LOC103053987	NA	563	789	588	823	861	747	632	525
LOC107326739	NA	36	57	102	63	48	31	72	82
LOC103054229	NA	40	120	55	57	28	35	99	63
LOC112543135	NA	51	287	257	121	82	106	296	233
LOC107326740	NA	30	13	21	33	35	57	17	24
LOC103054709	NA	1035	3529	3254	1559	1345	1518	3070	4053
RNF167	NA	1513	2060	1408	2081	2135	1961	1545	1445
LOC112543136	NA	0	0	0	0	0	1	0	0
LOC103054945	NA	0	0	0	0	0	0	0	0
LOC103055187	NA	390	405	641	531	695	221	536	238
LOC103055429	NA	62	62	94	143	118	162	70	75
LOC103055654	NA	23	34	24	21	19	17	13	3
LOC103055813	NA	11	48	63	18	13	49	135	51
LOC103056217	NA	0	0	0	0	0	0	0	0
LOC103056687	NA	0	0	0	0	1	2	0	0
LOC103056934	NA	0	0	0	0	1	0	0	0
LOC103057162	NA	0	0	0	0	0	0	0	0
LOC103057399	NA	0	0	0	3	0	0	0	0
LOC103057880	NA	89	162	74	177	120	195	124	83
LOC112543137	NA	1	0	0	1	0	2	1	0
LOC112543138	NA	147	101	158	228	219	342	128	209
LOC103058354	NA	0	0	0	1	0	0	1	0
LOC103058590	NA	0	12	0	8	1	0	0	0
LOC103058826	NA	12	17	8	22	20	36	18	22
LOC103059060	NA	14	42	38	63	35	40	55	38
LOC103059301	NA	254	363	222	375	354	476	354	275
LOC112543139	NA	0	0	0	0	0	0	0	0
LOC103059547	NA	28	103	72	211	57	79	158	74
LOC103059798	NA	64	389	251	315	93	269	462	153
LOC103060033	NA	419	163	466	594	453	614	389	507
LOC103060512	NA	4	78	1	21	6	1	24	8
LOC112543141	NA	27	14	34	43	31	40	26	16
LOC112543142	NA	0	7	0	0	0	3	3	0
LOC103061013	NA	4057	4375	4392	5748	5794	5450	4507	4374
